system:index,impervious,landcover,percent_tree_cover,percent_tree_error,.geo
26843,69,23,6,10,
26844,0,11,4,9,
26845,82,23,6,6,
26846,50,23,3,4,
26847,0,82,0,1,
26848,0,82,0,3,
26849,17,21,6,15,
26850,0,82,0,1,
26851,0,82,0,1,
26852,0,81,0,1,
26853,7,21,63,18,
26854,0,95,2,8,
26855,0,81,9,13,
26856,0,82,0,1,
26857,37,22,8,8,
26858,0,82,32,23,
26859,0,82,0,0,
26860,56,23,5,7,
26861,0,82,8,11,
26862,0,82,0,1,
26863,0,82,0,1,
26864,0,82,0,3,
26865,0,11,0,1,
26866,0,82,1,5,
26867,0,82,0,0,
26868,0,82,0,1,
26869,0,82,0,1,
26870,0,82,1,4,
26871,26,22,1,3,
26872,37,22,4,5,
26873,0,52,70,19,
26874,35,22,35,23,
26875,17,21,40,22,
26876,43,22,36,20,
26877,0,82,0,2,
26878,0,82,0,2,
26879,28,22,17,13,
26880,0,82,2,5,
26881,0,82,3,6,
26882,0,82,0,3,
26883,0,82,44,26,
26884,0,82,0,3,
26885,49,22,9,9,
26886,0,90,39,22,
26887,17,22,63,20,
26888,49,23,9,10,
26889,0,82,3,7,
26890,0,82,0,0,
26891,0,82,0,1,
26892,0,82,0,2,
26893,0,82,0,1,
26894,0,41,72,19,
26895,41,22,5,5,
26896,0,82,0,1,
26897,0,11,32,19,
26898,0,82,0,1,
26899,0,41,17,14,
26900,77,23,3,5,
26901,0,82,0,2,
26902,0,82,0,1,
26903,0,82,0,2,
26904,49,22,1,4,
26905,0,82,1,4,
26906,0,82,0,1,
26907,19,22,1,4,
26908,0,41,82,12,
26909,12,21,1,3,
26910,0,82,0,1,
26911,0,82,0,1,
26912,0,82,0,0,
26913,0,90,34,19,
26914,0,82,20,17,
26915,19,21,59,24,
26916,14,21,6,7,
26917,0,82,0,0,
26918,35,22,9,16,
26919,0,90,50,26,
26920,20,22,1,4,
26921,0,43,67,21,
26922,72,23,3,6,
26923,19,22,51,21,
26924,4,21,13,12,
26925,14,21,35,21,
26926,0,82,0,2,
26927,33,22,5,6,
26928,53,24,7,8,
26929,0,82,25,19,
26930,0,82,0,2,
26931,0,82,0,1,
26932,32,22,5,7,
26933,0,41,49,28,
26934,0,82,0,2,
26935,69,23,1,5,
26936,0,82,0,2,
26937,0,82,0,0,
26938,0,82,0,2,
26939,0,82,0,1,
26940,0,82,1,3,
26941,0,82,0,2,
26942,0,82,0,1,
26943,65,23,19,15,
26944,0,52,73,16,
26945,83,24,4,7,
26946,0,82,1,3,
26947,98,24,5,6,
26948,0,82,0,0,
26949,0,82,0,2,
26950,0,41,82,13,
26951,0,82,0,1,
26952,0,82,0,0,
26953,0,81,3,5,
26954,0,82,1,5,
26955,0,82,0,1,
26956,32,22,2,5,
26957,52,22,16,14,
26958,0,82,5,6,
26959,0,82,0,0,
26960,0,82,1,2,
26961,0,41,76,16,
26962,0,82,0,3,
26963,0,41,85,10,
26964,0,82,28,15,
26965,0,82,0,1,
26966,0,82,9,11,
26967,8,21,4,7,
26968,0,82,0,1,
26969,0,90,19,15,
26970,0,82,1,5,
26971,0,82,2,5,
26972,27,21,1,4,
26973,0,31,0,5,
26974,10,41,32,21,
26975,0,82,0,2,
26976,0,82,0,2,
26977,0,41,86,8,
26978,0,82,5,8,
26979,31,22,4,7,
26980,0,82,0,0,
26981,0,90,67,22,
26982,0,82,0,0,
26983,0,82,0,1,
26984,0,82,1,3,
26985,71,23,0,3,
26986,29,22,7,12,
26987,0,82,5,10,
26988,0,71,23,17,
26989,0,41,60,23,
26990,0,41,64,18,
26991,0,82,6,12,
26992,0,82,5,9,
26993,44,23,1,4,
26994,47,22,1,5,
26995,36,22,5,6,
26996,33,22,7,9,
26997,0,82,0,3,
26998,0,82,0,0,
26999,0,82,1,3,
27000,0,82,0,1,
27001,95,24,3,5,
27002,0,41,16,15,
27003,0,71,11,11,
27004,0,82,0,2,
27005,0,82,1,3,
27006,0,11,1,10,
27007,0,82,0,0,
27008,0,82,0,1,
27009,0,43,82,11,
27010,0,82,0,2,
27011,0,81,0,4,
27012,53,23,2,3,
27013,0,82,0,1,
27014,0,82,0,1,
27015,69,23,2,6,
27016,3,21,73,18,
27017,0,41,25,16,
27018,45,22,11,11,
27019,0,81,0,2,
27020,16,21,4,9,
27021,0,82,4,6,
27022,0,90,74,18,
27023,0,11,0,1,
27024,0,82,0,2,
27025,48,22,3,4,
27026,66,23,5,7,
27027,28,22,11,10,
27028,0,82,0,1,
27029,0,82,0,3,
27030,0,82,0,1,
27031,47,22,3,6,
27032,0,82,0,1,
27033,0,81,0,1,
27034,0,82,0,0,
27035,0,41,62,19,
27036,0,82,0,0,
27037,0,41,55,20,
27038,14,21,12,10,
27039,58,23,0,2,
27040,0,82,0,2,
27041,72,23,3,5,
27042,0,82,0,2,
27043,18,21,5,7,
27044,0,82,0,1,
27045,0,82,0,2,
27046,0,41,12,15,
27047,0,82,0,1,
27048,0,82,0,2,
27049,0,95,20,19,
27050,0,82,0,2,
27051,20,22,7,11,
27052,47,22,18,14,
27053,0,82,0,0,
27054,0,82,0,3,
27055,14,21,24,20,
27056,5,21,11,12,
27057,0,41,85,15,
27058,50,23,9,13,
27059,0,82,0,1,
27060,0,82,3,10,
27061,23,22,1,3,
27062,0,82,3,5,
27063,19,21,34,21,
27064,0,82,0,3,
27065,0,82,0,2,
27066,0,82,0,1,
27067,0,81,3,5,
27068,16,21,9,12,
27069,0,82,1,3,
27070,34,22,25,19,
27071,0,43,82,13,
27072,74,23,2,5,
27073,0,82,0,1,
27074,0,82,0,2,
27075,12,21,3,9,
27076,33,22,1,5,
27077,40,22,4,4,
27078,0,82,0,1,
27079,0,82,0,1,
27080,0,82,0,0,
27081,0,82,0,1,
27082,74,23,3,7,
27083,0,41,53,25,
27084,0,81,0,2,
27085,0,82,0,0,
27086,0,41,82,11,
27087,35,22,28,21,
27088,0,41,13,21,
27089,39,22,14,21,
27090,0,82,0,0,
27091,0,82,0,2,
27092,61,23,6,8,
27093,83,24,3,4,
27094,0,41,55,18,
27095,0,82,0,2,
27096,14,21,32,24,
27097,0,82,0,2,
27098,0,52,10,10,
27099,0,82,0,2,
27100,19,21,7,10,
27101,0,82,1,5,
27102,87,24,1,4,
27103,0,90,82,16,
27104,0,82,3,6,
27105,79,23,2,3,
27106,0,82,0,1,
27107,39,22,2,4,
27108,0,41,79,16,
27109,0,82,0,1,
27110,0,82,0,2,
27111,0,82,0,3,
27112,0,41,72,16,
27113,0,82,0,1,
27114,0,82,0,0,
27115,0,82,1,3,
27116,0,82,0,0,
27117,0,82,10,15,
27118,0,82,0,0,
27119,0,82,0,0,
27120,0,81,0,1,
27121,18,21,2,4,
27122,0,82,0,1,
27123,0,82,0,4,
27124,0,82,1,4,
27125,19,21,9,10,
27126,24,22,15,10,
27127,0,82,1,3,
27128,0,82,0,0,
27129,0,82,0,1,
27130,0,82,0,0,
27131,0,82,0,0,
27132,0,71,3,5,
27133,22,22,0,3,
27134,91,24,1,5,
27135,0,82,0,2,
27136,0,90,66,23,
27137,14,21,13,13,
27138,0,82,0,0,
27139,0,90,85,12,
27140,0,31,1,6,
27141,0,82,2,5,
27142,0,82,0,1,
27143,0,82,1,4,
27144,0,82,0,3,
27145,39,22,1,5,
27146,0,82,1,3,
27147,0,82,0,2,
27148,0,82,0,1,
27149,0,41,70,20,
27150,0,90,72,16,
27151,0,82,3,9,
27152,16,21,3,5,
27153,27,22,1,5,
27154,0,82,0,1,
27155,0,82,6,8,
27156,10,22,18,10,
27157,0,82,0,0,
27158,0,82,2,5,
27159,53,23,2,4,
27160,0,43,78,16,
27161,62,23,1,4,
27162,0,82,0,0,
27163,0,82,0,0,
27164,90,24,75,19,
27165,0,82,0,3,
27166,45,22,10,8,
27167,0,82,0,1,
27168,0,82,1,6,
27169,0,82,0,0,
27170,0,82,0,1,
27171,0,82,9,13,
27172,0,90,66,22,
27173,0,82,0,1,
27174,0,82,0,0,
27175,0,82,1,4,
27176,0,82,1,6,
27177,0,82,1,3,
27178,0,82,0,6,
27179,0,82,0,2,
27180,0,82,0,2,
27181,0,41,84,11,
27182,0,82,2,5,
27183,0,82,0,1,
27184,2,21,13,10,
27185,18,21,2,5,
27186,0,82,1,4,
27187,0,82,0,0,
27188,0,82,1,4,
27189,1,21,65,21,
27190,41,22,0,3,
27191,0,82,21,17,
27192,0,81,1,3,
27193,0,82,20,17,
27194,0,82,0,1,
27195,0,82,0,0,
27196,0,82,0,1,
27197,0,82,0,1,
27198,0,90,85,13,
27199,0,41,61,18,
27200,0,82,0,1,
27201,0,82,0,2,
27202,0,82,1,3,
27203,0,82,4,8,
27204,0,82,0,2,
27205,47,22,3,5,
27206,0,31,2,4,
27207,0,41,78,14,
27208,50,23,3,4,
27209,0,82,0,0,
27210,48,22,0,3,
27211,27,22,4,6,
27212,0,81,0,1,
27213,29,22,7,14,
27214,88,24,5,5,
27215,0,82,0,0,
27216,27,22,28,23,
27217,73,23,0,3,
27218,0,82,0,2,
27219,0,82,2,5,
27220,73,23,3,5,
27221,0,82,0,0,
27222,0,82,1,6,
27223,0,82,3,5,
27224,55,23,12,10,
27225,0,82,62,23,
27226,0,82,0,1,
27227,0,82,1,3,
27228,0,71,0,1,
27229,0,82,0,1,
27230,0,90,47,22,
27231,0,41,70,24,
27232,58,23,9,7,
27233,0,71,0,2,
27234,0,11,0,3,
27235,0,41,65,20,
27236,52,23,8,9,
27237,49,22,3,6,
27238,0,82,0,1,
27239,0,82,0,1,
27240,0,41,77,15,
27241,0,82,3,4,
27242,0,82,0,2,
27243,0,81,3,9,
27244,0,95,11,12,
27245,0,82,1,5,
27246,0,81,8,13,
27247,0,82,0,0,
27248,0,82,2,4,
27249,14,21,6,8,
27250,11,21,0,1,
27251,37,22,5,8,
27252,35,22,14,9,
27253,13,21,4,5,
27254,96,24,7,10,
27255,0,82,0,0,
27256,0,82,0,0,
27257,0,82,0,3,
27258,0,82,0,0,
27259,37,22,14,10,
27260,0,71,5,8,
27261,69,23,3,4,
27262,0,82,0,3,
27263,0,82,0,1,
27264,0,82,0,1,
27265,0,82,0,2,
27266,0,82,0,1,
27267,1,21,8,10,
27268,0,82,0,1,
27269,0,41,77,14,
27270,0,41,25,21,
27271,0,82,0,0,
27272,0,82,0,0,
27273,0,82,0,2,
27274,42,22,2,4,
27275,0,82,0,1,
27276,0,41,83,12,
27277,26,22,6,7,
27278,0,82,1,3,
27279,0,82,0,5,
27280,1,21,9,14,
27281,0,82,3,10,
27282,30,22,15,11,
27283,72,23,0,4,
27284,0,82,0,1,
27285,0,82,15,15,
27286,0,82,0,1,
27287,92,24,0,3,
27288,0,82,0,0,
27289,0,81,3,6,
27290,0,82,0,0,
27291,0,82,0,0,
27292,0,82,0,3,
27293,0,82,2,7,
27294,0,41,85,12,
27295,0,82,0,0,
27296,0,82,0,1,
27297,0,11,0,0,
27298,0,82,4,10,
27299,0,82,0,1,
27300,0,82,0,1,
27301,15,22,1,2,
27302,0,82,2,6,
27303,0,41,26,14,
27304,0,82,0,2,
27305,0,41,76,17,
27306,0,82,0,5,
27307,0,82,1,3,
27308,0,82,0,1,
27309,0,82,0,0,
27310,0,82,0,2,
27311,29,22,4,6,
27312,46,22,6,6,
27313,0,82,0,2,
27314,0,71,1,4,
27315,0,41,74,13,
27316,0,82,0,2,
27317,0,90,34,25,
27318,29,22,18,9,
27319,0,41,83,14,
27320,13,21,60,25,
27321,0,42,73,17,
27322,0,82,0,1,
27323,32,22,0,4,
27324,15,21,0,1,
27325,0,82,0,1,
27326,0,82,14,11,
27327,0,82,0,2,
27328,0,71,22,18,
27329,75,23,2,4,
27330,0,81,16,15,
27331,0,82,0,1,
27332,0,41,25,19,
27333,16,21,6,7,
27334,0,82,0,3,
27335,38,22,16,10,
27336,5,21,27,22,
27337,73,23,26,17,
27338,34,22,1,4,
27339,0,41,39,22,
27340,0,82,0,1,
27341,0,82,0,1,
27342,0,82,0,0,
27343,0,82,0,2,
27344,0,82,2,5,
27345,0,82,0,1,
27346,0,41,68,20,
27347,0,82,0,1,
27348,0,82,0,1,
27349,0,41,61,20,
27350,2,21,3,6,
27351,0,82,7,10,
27352,0,82,0,2,
27353,0,82,0,3,
27354,0,82,0,1,
27355,0,41,68,19,
27356,0,82,0,1,
27357,0,82,5,7,
27358,0,82,4,11,
27359,0,82,3,6,
27360,21,22,58,25,
27361,0,82,1,3,
27362,91,24,5,7,
27363,0,82,1,4,
27364,0,82,0,2,
27365,0,41,76,16,
27366,0,41,47,24,
27367,0,41,75,19,
27368,0,11,16,21,
27369,0,81,0,2,
27370,0,82,0,0,
27371,36,22,35,21,
27372,0,81,2,3,
27373,68,23,3,4,
27374,0,82,0,1,
27375,0,41,74,17,
27376,0,82,0,2,
27377,0,81,3,5,
27378,0,82,0,0,
27379,0,82,2,6,
27380,39,22,7,7,
27381,0,82,1,4,
27382,21,22,3,5,
27383,25,22,22,18,
27384,0,90,17,17,
27385,0,82,0,2,
27386,15,21,86,11,
27387,0,82,0,2,
27388,0,82,2,7,
27389,0,82,0,0,
27390,0,43,87,14,
27391,28,21,0,4,
27392,0,82,0,2,
27393,58,24,0,2,
27394,25,22,6,11,
27395,0,82,0,0,
27396,0,82,0,2,
27397,0,82,0,0,
27398,0,82,0,0,
27399,0,41,29,22,
27400,0,81,1,5,
27401,0,82,0,0,
27402,0,82,0,2,
27403,0,82,0,2,
27404,0,82,1,3,
27405,0,90,68,18,
27406,0,41,14,19,
27407,0,41,78,14,
27408,46,22,3,5,
27409,0,82,0,1,
27410,0,82,0,0,
27411,0,82,0,0,
27412,0,11,11,15,
27413,14,21,6,8,
27414,31,22,12,7,
27415,0,71,0,2,
27416,0,82,0,1,
27417,7,21,8,15,
27418,0,41,83,12,
27419,0,82,1,4,
27420,0,82,0,1,
27421,0,82,0,2,
27422,0,82,1,4,
27423,22,21,3,5,
27424,0,82,0,2,
27425,0,82,0,1,
27426,0,90,18,19,
27427,0,82,0,2,
27428,21,22,0,5,
27429,3,21,6,8,
27430,56,23,3,5,
27431,0,82,0,0,
27432,0,82,0,2,
27433,0,82,0,3,
27434,26,22,2,5,
27435,0,82,2,5,
27436,0,82,3,7,
27437,0,82,0,2,
27438,0,41,60,17,
27439,0,90,79,14,
27440,0,82,0,4,
27441,0,82,0,3,
27442,0,82,19,16,
27443,32,22,7,12,
27444,0,41,72,14,
27445,0,82,0,0,
27446,75,23,0,2,
27447,0,82,18,16,
27448,33,22,15,11,
27449,0,82,0,1,
27450,42,22,1,4,
27451,0,52,72,20,
27452,22,22,0,4,
27453,0,82,3,5,
27454,0,82,1,3,
27455,0,82,0,2,
27456,91,23,2,5,
27457,0,82,0,2,
27458,9,21,5,8,
27459,27,22,1,5,
27460,0,82,0,1,
27461,23,22,2,5,
27462,0,82,2,4,
27463,0,82,0,2,
27464,0,82,0,2,
27465,0,82,4,10,
27466,0,41,75,17,
27467,0,82,0,0,
27468,0,41,15,17,
27469,43,22,11,9,
27470,0,82,0,2,
27471,0,82,7,9,
27472,0,82,0,2,
27473,0,52,8,11,
27474,0,82,0,2,
27475,0,82,0,0,
27476,0,81,0,2,
27477,0,82,0,3,
27478,0,82,0,1,
27479,0,82,8,9,
27480,0,82,1,4,
27481,0,82,0,1,
27482,0,90,55,19,
27483,0,82,0,1,
27484,0,82,0,1,
27485,0,82,0,1,
27486,0,43,54,25,
27487,0,82,2,5,
27488,0,82,0,1,
27489,0,11,8,13,
27490,0,82,0,3,
27491,0,82,0,1,
27492,0,81,6,7,
27493,1,21,7,7,
27494,53,23,7,6,
27495,0,82,0,2,
27496,28,22,3,5,
27497,10,21,6,8,
27498,0,11,0,2,
27499,0,82,0,1,
27500,62,23,7,8,
27501,0,82,0,0,
27502,39,22,3,7,
27503,39,22,2,4,
27504,0,82,0,1,
27505,49,22,0,4,
27506,0,82,0,0,
27507,42,22,7,7,
27508,38,22,7,12,
27509,0,41,73,17,
27510,0,82,2,4,
27511,0,41,67,19,
27512,0,82,0,3,
27513,0,81,0,1,
27514,82,24,5,7,
27515,0,82,0,1,
27516,0,82,0,2,
27517,21,22,6,6,
27518,0,41,77,14,
27519,0,82,0,2,
27520,31,22,22,14,
27521,0,82,1,3,
27522,0,82,1,4,
27523,0,82,35,26,
27524,0,81,1,4,
27525,0,82,2,6,
27526,0,82,0,2,
27527,0,71,21,17,
27528,0,82,1,6,
27529,38,22,22,19,
27530,0,82,0,2,
27531,0,82,4,10,
27532,0,82,0,2,
27533,6,21,2,7,
27534,0,82,3,8,
27535,10,21,3,5,
27536,0,82,0,0,
27537,0,82,1,3,
27538,0,82,0,1,
27539,44,22,2,4,
27540,45,22,3,7,
27541,0,82,0,1,
27542,0,82,0,1,
27543,0,82,0,2,
27544,0,41,86,9,
27545,0,82,1,3,
27546,0,82,0,2,
27547,0,82,0,1,
27548,2,21,8,12,
27549,0,41,74,17,
27550,0,82,0,2,
27551,0,41,60,21,
27552,0,82,0,2,
27553,62,23,0,4,
27554,47,23,5,5,
27555,0,41,76,18,
27556,37,22,7,10,
27557,0,11,5,11,
27558,0,81,7,16,
27559,72,23,9,11,
27560,0,82,0,1,
27561,0,41,56,25,
27562,15,21,1,4,
27563,0,82,0,0,
27564,49,22,2,4,
27565,33,22,5,10,
27566,56,22,14,11,
27567,0,81,14,18,
27568,0,82,0,1,
27569,0,41,75,15,
27570,0,82,0,1,
27571,0,82,8,13,
27572,0,82,0,3,
27573,0,82,1,2,
27574,0,82,3,6,
27575,0,82,0,1,
27576,0,82,2,5,
27577,0,82,0,1,
27578,0,82,0,2,
27579,0,82,1,3,
27580,0,82,0,1,
27581,0,82,0,1,
27582,41,22,4,6,
27583,1,21,13,12,
27584,0,82,0,1,
27585,0,82,0,1,
27586,6,21,7,8,
27587,0,82,0,0,
27588,0,71,3,7,
27589,0,82,0,1,
27590,26,22,33,24,
27591,0,71,16,14,
27592,40,22,9,12,
27593,0,81,7,10,
27594,0,82,0,1,
27595,53,23,4,5,
27596,0,82,0,6,
27597,51,23,8,11,
27598,0,82,0,1,
27599,1,21,10,9,
27600,0,82,0,2,
27601,63,23,11,11,
27602,0,81,0,3,
27603,0,82,0,2,
27604,0,82,0,1,
27605,0,82,4,9,
27606,0,82,0,3,
27607,0,82,0,2,
27608,0,82,0,0,
27609,0,82,7,10,
27610,0,82,0,2,
27611,83,24,2,4,
27612,0,82,0,2,
27613,51,23,3,6,
27614,0,82,0,3,
27615,0,82,0,1,
27616,54,23,7,7,
27617,29,22,15,9,
27618,0,82,6,8,
27619,0,71,12,11,
27620,27,21,0,2,
27621,0,41,36,24,
27622,0,82,0,1,
27623,0,82,2,4,
27624,18,22,61,19,
27625,0,11,0,0,
27626,84,24,2,4,
27627,21,22,4,8,
27628,0,82,2,10,
27629,0,82,0,0,
27630,0,41,69,18,
27631,0,82,0,1,
27632,0,82,0,2,
27633,0,82,2,9,
27634,0,82,0,3,
27635,39,22,2,6,
27636,0,81,14,16,
27637,0,82,3,6,
27638,62,23,3,4,
27639,0,82,0,2,
27640,0,82,0,1,
27641,0,82,0,1,
27642,0,82,0,0,
27643,0,82,0,2,
27644,0,82,0,0,
27645,0,82,0,1,
27646,0,82,0,0,
27647,0,82,0,1,
27648,50,23,1,3,
27649,26,22,7,10,
27650,0,81,5,11,
27651,0,82,0,1,
27652,0,82,0,3,
27653,0,82,0,1,
27654,0,82,0,3,
27655,0,82,2,6,
27656,0,41,52,23,
27657,0,82,0,2,
27658,0,82,0,1,
27659,0,82,0,0,
27660,8,21,12,11,
27661,0,81,3,6,
27662,0,82,18,12,
27663,0,82,0,1,
27664,0,82,0,0,
27665,0,82,0,0,
27666,0,82,0,1,
27667,22,22,6,13,
27668,0,41,55,20,
27669,0,82,0,1,
27670,0,82,0,2,
27671,0,82,0,2,
27672,37,22,5,9,
27673,0,52,22,15,
27674,0,82,1,3,
27675,0,82,1,3,
27676,35,22,14,13,
27677,0,82,1,5,
27678,0,82,0,0,
27679,0,81,8,9,
27680,75,23,3,4,
27681,0,82,0,1,
27682,0,82,1,5,
27683,0,82,0,1,
27684,55,23,10,9,
27685,1,21,3,5,
27686,42,22,1,3,
27687,0,82,0,0,
27688,46,22,12,8,
27689,17,21,9,9,
27690,0,41,71,16,
27691,0,71,7,12,
27692,0,82,0,2,
27693,39,22,14,10,
27694,0,82,0,3,
27695,53,23,0,3,
27696,0,82,0,2,
27697,88,24,14,17,
27698,0,82,0,1,
27699,0,41,68,18,
27700,11,21,43,22,
27701,0,82,17,20,
27702,0,82,1,5,
27703,0,82,11,9,
27704,93,24,4,6,
27705,43,22,4,6,
27706,0,90,64,29,
27707,0,82,30,18,
27708,0,82,0,0,
27709,0,41,65,25,
27710,0,82,0,1,
27711,0,82,0,2,
27712,23,22,3,11,
27713,0,71,1,5,
27714,0,82,0,3,
27715,52,23,5,7,
27716,0,82,1,3,
27717,58,23,1,5,
27718,0,82,0,0,
27719,0,82,0,1,
27720,74,23,7,5,
27721,0,82,0,0,
27722,0,82,0,0,
27723,0,82,0,0,
27724,49,22,30,21,
27725,0,82,0,1,
27726,0,82,2,4,
27727,13,21,65,28,
27728,57,23,14,10,
27729,0,82,1,4,
27730,41,22,3,4,
27731,0,90,78,14,
27732,0,41,80,12,
27733,59,23,5,6,
27734,91,24,0,3,
27735,0,82,0,1,
27736,0,41,63,19,
27737,0,90,85,13,
27738,0,95,0,6,
27739,0,82,0,1,
27740,40,22,15,9,
27741,0,82,1,3,
27742,26,23,4,5,
27743,35,22,5,8,
27744,0,41,4,9,
27745,0,82,0,1,
27746,38,22,3,6,
27747,0,41,83,13,
27748,0,41,10,12,
27749,3,21,0,3,
27750,0,71,0,1,
27751,0,82,0,1,
27752,0,82,0,1,
27753,0,82,1,5,
27754,0,82,0,2,
27755,0,41,82,11,
27756,0,31,7,9,
27757,0,82,0,1,
27758,8,21,2,7,
27759,0,41,85,11,
27760,0,82,0,1,
27761,0,82,5,13,
27762,0,90,84,15,
27763,35,22,12,11,
27764,0,82,0,1,
27765,28,22,16,14,
27766,0,43,51,22,
27767,0,41,62,22,
27768,0,82,0,2,
27769,0,82,0,1,
27770,18,21,1,3,
27771,0,82,4,8,
27772,46,22,1,3,
27773,0,43,76,17,
27774,0,82,0,0,
27775,0,31,3,4,
27776,43,22,9,7,
27777,0,71,6,8,
27778,0,41,88,11,
27779,9,22,22,19,
27780,0,82,0,2,
27781,0,82,24,20,
27782,37,22,12,9,
27783,68,23,8,5,
27784,31,22,16,11,
27785,0,82,0,2,
27786,0,90,83,13,
27787,0,82,0,2,
27788,0,82,0,1,
27789,0,41,82,16,
27790,39,22,9,12,
27791,0,90,53,21,
27792,0,82,0,2,
27793,0,82,2,5,
27794,39,22,4,5,
27795,0,82,0,0,
27796,0,82,0,6,
27797,0,82,0,1,
27798,27,23,4,5,
27799,0,41,55,25,
27800,16,21,34,23,
27801,44,22,14,9,
27802,15,21,69,19,
27803,0,82,0,1,
27804,41,22,7,8,
27805,18,22,25,20,
27806,0,82,0,0,
27807,63,23,0,3,
27808,73,22,17,17,
27809,0,81,2,5,
27810,0,81,29,22,
27811,0,82,1,2,
27812,21,22,27,20,
27813,7,21,16,12,
27814,0,82,0,2,
27815,0,41,73,17,
27816,0,41,28,19,
27817,0,82,0,1,
27818,0,82,0,1,
27819,0,82,10,12,
27820,0,82,0,1,
27821,0,82,1,5,
27822,49,22,34,21,
27823,0,82,0,0,
27824,14,21,1,5,
27825,0,82,0,3,
27826,0,90,45,23,
27827,0,82,0,1,
27828,0,81,0,2,
27829,12,21,15,13,
27830,74,23,22,17,
27831,0,82,3,6,
27832,0,82,9,13,
27833,69,23,8,9,
27834,0,82,0,2,
27835,0,11,17,17,
27836,36,22,2,6,
27837,0,82,0,4,
27838,0,90,12,18,
27839,0,82,3,6,
27840,0,82,4,7,
27841,0,82,0,1,
27842,0,82,0,1,
27843,11,21,0,3,
27844,0,82,0,1,
27845,0,82,0,2,
27846,0,82,2,6,
27847,0,82,0,1,
27848,0,82,0,4,
27849,0,82,0,0,
27850,0,41,31,18,
27851,0,82,0,0,
27852,27,22,40,20,
27853,29,22,20,18,
27854,0,82,0,1,
27855,0,82,0,3,
27856,0,82,0,1,
27857,0,82,1,3,
27858,0,81,12,10,
27859,50,23,3,5,
27860,0,82,0,3,
27861,0,82,1,3,
27862,0,41,57,21,
27863,0,82,4,7,
27864,0,82,0,0,
27865,0,82,0,2,
27866,12,21,75,19,
27867,0,82,0,3,
27868,0,90,81,11,
27869,0,41,52,16,
27870,0,41,78,17,
27871,0,82,0,1,
27872,3,21,12,10,
27873,0,81,0,1,
27874,96,24,10,18,
27875,0,82,0,1,
27876,0,82,0,1,
27877,0,82,0,1,
27878,0,11,10,18,
27879,0,41,34,21,
27880,42,22,14,8,
27881,0,82,0,3,
27882,0,82,0,1,
27883,0,82,3,5,
27884,53,23,2,4,
27885,13,21,3,4,
27886,45,22,2,6,
27887,0,82,1,4,
27888,32,22,15,13,
27889,53,23,1,3,
27890,0,82,0,1,
27891,0,41,34,21,
27892,66,23,2,6,
27893,0,82,8,14,
27894,37,22,2,5,
27895,0,41,86,11,
27896,0,71,45,22,
27897,0,81,33,21,
27898,56,22,3,4,
27899,0,82,0,0,
27900,0,41,89,11,
27901,47,22,6,9,
27902,0,82,0,1,
27903,0,52,0,3,
27904,0,82,0,1,
27905,0,82,0,1,
27906,0,82,0,1,
27907,0,90,70,21,
27908,0,82,2,4,
27909,0,71,2,4,
27910,0,82,8,13,
27911,0,81,3,5,
27912,42,22,5,6,
27913,0,82,3,11,
27914,0,82,0,2,
27915,59,23,2,5,
27916,0,82,0,1,
27917,0,82,0,2,
27918,0,82,0,0,
27919,0,41,80,14,
27920,29,22,2,6,
27921,0,41,20,15,
27922,86,24,4,6,
27923,12,21,6,11,
27924,0,82,0,1,
27925,0,81,0,2,
27926,96,24,2,5,
27927,0,82,0,2,
27928,41,22,17,9,
27929,0,11,0,1,
27930,0,82,0,4,
27931,94,24,3,5,
27932,45,22,0,2,
27933,0,82,0,3,
27934,53,23,2,5,
27935,0,82,0,0,
27936,0,82,1,3,
27937,27,21,11,10,
27938,55,23,1,3,
27939,0,82,0,0,
27940,0,82,0,2,
27941,0,71,9,9,
27942,0,82,0,1,
27943,0,82,0,2,
27944,0,82,1,3,
27945,24,22,15,15,
27946,0,82,0,3,
27947,0,82,0,1,
27948,0,82,1,3,
27949,0,82,0,2,
27950,0,82,0,1,
27951,0,11,5,10,
27952,0,82,0,1,
27953,19,21,0,3,
27954,37,22,11,13,
27955,49,22,18,12,
27956,0,82,0,0,
27957,0,82,0,4,
27958,31,22,1,4,
27959,0,82,0,4,
27960,0,41,63,26,
27961,0,71,1,5,
27962,0,82,0,2,
27963,20,22,6,6,
27964,0,82,0,0,
27965,0,82,0,3,
27966,0,41,53,18,
27967,43,22,15,12,
27968,18,21,0,3,
27969,87,24,3,5,
27970,22,22,30,23,
27971,0,82,1,3,
27972,0,82,0,1,
27973,0,71,6,5,
27974,19,21,1,2,
27975,0,82,0,4,
27976,42,22,13,9,
27977,20,22,64,19,
27978,72,23,0,2,
27979,3,21,1,4,
27980,20,22,7,18,
27981,0,11,5,13,
27982,0,82,0,6,
27983,0,41,25,20,
27984,0,82,1,3,
27985,52,23,6,7,
27986,0,82,0,2,
27987,0,41,27,19,
27988,0,52,29,22,
27989,0,82,0,0,
27990,0,90,28,19,
27991,0,82,0,0,
27992,0,82,0,0,
27993,0,82,0,1,
27994,0,82,0,2,
27995,0,82,1,5,
27996,0,41,57,21,
27997,0,82,0,2,
27998,0,82,7,9,
27999,23,22,14,10,
28000,0,82,0,4,
28001,0,82,0,1,
28002,32,22,24,17,
28003,0,82,0,1,
28004,0,41,62,24,
28005,12,21,8,7,
